Question ID,Image,Answer
nv_mat_259,Q27_Reduction_33.png,B
nv_mat_260,Q27_Reduction_34.png,A
nv_mat_261,Q27_Reduction_35.png,B
nv_mat_262,Q27_Reduction_36.png,E
nv_mat_263,Q27_Reduction_37.png,A
nv_mat_264,Q27_Reduction_38.png,D
nv_mat_265,Q27_Reduction_39.png,C
nv_mat_266,Q27_Reduction_40.png,E
nv_mat_267,Q27_Reduction_41.png,A
nv_mat_268,Q27_Reduction_42.png,B
nv_mat_269,Q27_Reduction_43.png,B
nv_mat_270,Q27_Reduction_44.png,A
nv_mat_271,Q27_Reduction_45.png,A
nv_mat_272,Q27_Reduction_46.png,D
nv_mat_273,Q27_Reduction_47.png,B
nv_mat_274,Q27_Reduction_48.png,C
nv_mat_275,Q27_Reduction_49.png,A
nv_mat_276,Q27_Reduction_50.png,B
nv_mat_277,Q28_Layering_1.png,D
nv_mat_278,Q28_Layering_2.png,D
nv_mat_279,Q28_Layering_3.png,A
nv_mat_280,Q28_Layering_4.png,B
nv_mat_281,Q28_Layering_5.png,D
nv_mat_282,Q28_Layering_6.png,A
nv_mat_283,Q28_Layering_7.png,A
nv_mat_284,Q28_Layering_8.png,E
nv_mat_285,Q28_Layering_9.png,E
nv_mat_286,Q28_Layering_10.png,B
nv_mat_287,Q28_Layering_11.png,A
nv_mat_288,Q28_Layering_12.png,E
nv_mat_289,Q28_Layering_13.png,C
nv_mat_290,Q28_Layering_14.png,E
nv_mat_291,Q28_Layering_15.png,E
nv_mat_292,Q28_Layering_16.png,C
nv_mat_293,Q28_Layering_17.png,E
nv_mat_294,Q28_Layering_18.png,D
nv_mat_295,Q28_Layering_19.png,E
nv_mat_296,Q28_Layering_20.png,B
nv_mat_297,Q28_Layering_21.png,D
nv_mat_298,Q28_Layering_22.png,C
nv_mat_299,Q28_Layering_23.png,B
nv_mat_300,Q28_Layering_24.png,E
nv_mat_301,Q28_Layering_25.png,A
nv_mat_302,Q28_Layering_26.png,B
nv_mat_303,Q28_Layering_27.png,A
nv_mat_304,Q28_Layering_28.png,E
nv_mat_305,Q28_Layering_29.png,C
nv_mat_306,Q28_Layering_30.png,C
nv_mat_307,Q28_Layering_31.png,D
nv_mat_308,Q28_Layering_32.png,A
nv_mat_309,Q28_Layering_33.png,B
nv_mat_310,Q28_Layering_34.png,D
nv_mat_311,Q28_Layering_35.png,D
nv_mat_312,Q28_Layering_36.png,A
nv_mat_313,Q28_Layering_37.png,D
nv_mat_314,Q28_Layering_38.png,C
nv_mat_315,Q28_Layering_39.png,B
nv_mat_316,Q28_Layering_40.png,B
nv_mat_317,Q28_Layering_41.png,C
nv_mat_318,Q28_Layering_42.png,E
nv_mat_319,Q28_Layering_43.png,D
nv_mat_320,Q28_Layering_44.png,B
nv_mat_321,Q28_Layering_45.png,D
nv_mat_322,Q28_Layering_46.png,E
nv_mat_323,Q28_Layering_47.png,C
nv_mat_324,Q28_Layering_48.png,A
nv_mat_325,Q28_Layering_49.png,E
nv_mat_326,Q28_Layering_50.png,B
nv_mat_327,Q29_Complex_1.png,B
nv_mat_328,Q29_Complex_2.png,E
nv_mat_329,Q29_Complex_3.png,E
nv_mat_330,Q29_Complex_4.png,A
nv_mat_331,Q29_Complex_5.png,A
nv_mat_332,Q29_Complex_6.png,C
nv_mat_333,Q29_Complex_7.png,C
nv_mat_334,Q29_Complex_8.png,C
nv_mat_335,Q29_Complex_9.png,E
nv_mat_336,Q29_Complex_10.png,B
nv_mat_337,Q29_Complex_11.png,D
nv_mat_338,Q29_Complex_12.png,D
nv_mat_339,Q29_Complex_13.png,E
nv_mat_340,Q29_Complex_14.png,D
nv_mat_341,Q29_Complex_15.png,E
nv_mat_342,Q29_Complex_16.png,C
nv_mat_343,Q29_Complex_17.png,A
nv_mat_344,Q29_Complex_18.png,E
nv_mat_345,Q29_Complex_19.png,E
nv_mat_346,Q29_Complex_20.png,B
nv_mat_347,Q29_Complex_21.png,C
nv_mat_348,Q29_Complex_22.png,D
nv_mat_349,Q29_Complex_23.png,B
nv_mat_350,Q29_Complex_24.png,D
nv_mat_351,Q29_Complex_25.png,E
nv_mat_352,Q29_Complex_26.png,B
nv_mat_353,Q29_Complex_27.png,A
nv_mat_354,Q29_Complex_28.png,E
nv_mat_355,Q29_Complex_29.png,C
nv_mat_356,Q29_Complex_30.png,A
nv_mat_357,Q29_Complex_31.png,B
nv_mat_358,Q29_Complex_32.png,B
nv_mat_359,Q29_Complex_33.png,B
nv_mat_360,Q29_Complex_34.png,E
nv_mat_361,Q29_Complex_35.png,B
nv_mat_362,Q29_Complex_36.png,A
nv_mat_363,Q29_Complex_37.png,D
nv_mat_364,Q29_Complex_38.png,D
nv_mat_365,Q29_Complex_39.png,C
nv_mat_366,Q29_Complex_40.png,B
nv_mat_367,Q29_Complex_41.png,D
nv_mat_368,Q29_Complex_42.png,C
nv_mat_369,Q29_Complex_43.png,B
nv_mat_370,Q29_Complex_44.png,D
nv_mat_371,Q29_Complex_45.png,E
nv_mat_372,Q29_Complex_46.png,B
nv_mat_373,Q29_Complex_47.png,A
nv_mat_374,Q29_Complex_48.png,C
nv_mat_375,Q29_Complex_49.png,C
nv_mat_376,Q29_Complex_50.png,D
nv_mat_377,Q31_Fixed_1.png,E
nv_mat_378,Q31_Fixed_2.png,E
nv_mat_379,Q31_Fixed_3.png,A
nv_mat_380,Q31_Fixed_4.png,A
nv_mat_381,Q31_Fixed_5.png,C
nv_mat_382,Q31_Fixed_6.png,B
nv_mat_383,Q31_Fixed_7.png,B
nv_mat_384,Q31_Fixed_8.png,E
nv_mat_385,Q31_Fixed_9.png,A
nv_mat_386,Q31_Fixed_10.png,C
nv_mat_387,Q31_Fixed_11.png,A
nv_mat_388,Q31_Fixed_12.png,B
nv_mat_389,Q31_Fixed_13.png,E
nv_mat_390,Q31_Fixed_14.png,D
nv_mat_391,Q31_Fixed_15.png,D
nv_mat_392,Q31_Fixed_16.png,C
nv_mat_393,Q31_Fixed_17.png,C
nv_mat_394,Q31_Fixed_18.png,C
nv_mat_395,Q31_Fixed_19.png,B
nv_mat_396,Q31_Fixed_20.png,C
nv_mat_397,Q31_Fixed_21.png,E
nv_mat_398,Q31_Fixed_22.png,C
nv_mat_399,Q31_Fixed_23.png,B
nv_mat_400,Q31_Fixed_24.png,C
nv_mat_401,Q31_Fixed_25.png,A
nv_mat_402,Q31_Fixed_26.png,E
nv_mat_403,Q31_Fixed_27.png,E
nv_mat_404,Q31_Fixed_28.png,B
nv_mat_405,Q31_Fixed_29.png,B
nv_mat_406,Q31_Fixed_30.png,C
nv_mat_407,Q31_Fixed_31.png,E
nv_mat_408,Q31_Fixed_32.png,A
nv_mat_409,Q31_Fixed_33.png,B
nv_mat_410,Q31_Fixed_34.png,C
nv_mat_411,Q31_Fixed_35.png,C
nv_mat_412,Q31_Fixed_36.png,B
nv_mat_413,Q31_Fixed_37.png,C
nv_mat_414,Q31_Fixed_38.png,A
nv_mat_415,Q31_Fixed_39.png,B
nv_mat_416,Q31_Fixed_40.png,A
nv_mat_417,Q31_Fixed_41.png,C
nv_mat_418,Q31_Fixed_42.png,C
nv_mat_419,Q31_Fixed_43.png,C
nv_mat_420,Q31_Fixed_44.png,E
nv_mat_421,Q31_Fixed_45.png,E
nv_mat_422,Q31_Fixed_46.png,E
nv_mat_423,Q31_Fixed_47.png,B
nv_mat_424,Q31_Fixed_48.png,B
nv_mat_425,Q31_Fixed_49.png,D
nv_mat_426,Q31_Fixed_50.png,C
